customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
1635-HDGFT,female,0,no,yes,19,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.5,398.55,0
4846-WHAFZ,female,1,yes,no,37,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,76.5,2868.15,1
7094-MSZAO,male,0,yes,yes,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),20.05,218.5,0
6196-HBOBZ,male,0,yes,no,65,yes,yes,fiber optic,yes,yes,yes,no,yes,no,two year,yes,electronic check,99.35,6347.55,0
6877-TJMBR,male,0,yes,no,1,yes,no,fiber optic,no,no,no,yes,yes,no,month-to-month,yes,electronic check,84.8,84.8,1
4636-QRJKY,female,0,yes,yes,6,yes,yes,fiber optic,no,no,no,yes,no,no,month-to-month,yes,electronic check,80.5,502.85,1
1053-MXTTK,female,0,yes,yes,72,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),108.65,7726.35,0
6143-JQKEA,male,0,no,no,10,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),45.8,436.2,0
9249-FXSCK,female,0,no,no,52,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,one year,yes,credit card (automatic),111.25,5916.45,1
0130-SXOUN,male,0,no,no,66,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,no,credit card (automatic),89.4,5976.9,0
8213-TAZPM,female,0,yes,yes,69,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),108.75,7493.05,0
0670-KDOMA,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.25,20.25,0
6762-NSODU,female,0,yes,yes,46,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.4,958.15,0
0513-RBGPE,male,0,yes,yes,37,yes,yes,dsl,yes,no,yes,yes,no,no,two year,yes,credit card (automatic),62.8,2278.75,0
9821-POOTN,male,0,yes,no,35,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.2,2576.2,1
7876-BEUTG,female,0,no,no,15,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,48.8,720.1,0
2522-AHJXR,male,0,yes,no,60,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),109.45,6572.85,0
6891-JPYFF,female,0,yes,yes,48,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),105.25,4997.5,0
4486-EFAEB,male,0,no,no,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,20.4,251.65,0
2985-JUUBZ,male,0,yes,yes,40,yes,yes,dsl,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,74.55,3015.75,0
9122-UMROB,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.3,20.3,0
4667-OHGKG,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.3,19.3,1
1972-XMUWV,female,0,yes,no,65,yes,no,dsl,no,no,no,yes,yes,no,two year,yes,credit card (automatic),59.8,3808.2,0
2495-TTHBQ,female,0,no,yes,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,20.4,84.75,0
3580-GICBM,female,0,yes,yes,61,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,24.2,1445.2,0
4458-KVRBJ,male,0,no,no,59,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.0,1510.5,0
0945-TSONX,female,0,yes,yes,47,yes,yes,dsl,yes,yes,no,yes,yes,yes,two year,yes,credit card (automatic),85.3,4107.25,0
8450-LUGUK,female,0,yes,yes,37,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),24.1,861.85,0
9488-FVZCC,female,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,yes,bank transfer (automatic),79.5,5661.7,0
1193-RTSLK,female,0,no,no,38,yes,no,fiber optic,yes,yes,yes,no,no,no,month-to-month,yes,credit card (automatic),83.9,3233.6,1
9711-FJTBX,male,0,yes,yes,56,yes,no,fiber optic,no,yes,yes,yes,no,no,one year,yes,mailed check,85.85,4793.8,0
0103-CSITQ,female,0,yes,no,57,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),109.4,6252.7,0
0842-IWYCP,female,0,no,no,46,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),44.95,2168.9,0
8647-SDTWQ,male,0,yes,yes,57,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.3,4018.35,0
0895-DQHEW,male,0,yes,no,54,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,104.3,5278.15,1
9137-NOQKA,male,1,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,19.2,37.2,0
9509-MPYOD,female,0,no,no,35,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.75,700.45,0
5930-GBIWP,male,0,no,no,69,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,yes,credit card (automatic),81.5,5553.25,0
8207-DMRVL,male,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),114.55,8306.05,0
3043-TYBNO,male,0,no,no,3,yes,no,dsl,no,no,no,yes,no,yes,month-to-month,no,mailed check,60.65,196.9,0
4607-CHPCA,male,0,yes,yes,25,yes,no,fiber optic,no,no,no,no,yes,yes,one year,yes,electronic check,90.4,2178.6,1
6719-OXYBR,male,0,no,no,15,yes,no,fiber optic,no,no,yes,no,yes,no,month-to-month,no,electronic check,85.3,1219.85,0
8267-ZNYVZ,female,0,yes,no,33,yes,no,fiber optic,yes,no,yes,yes,yes,yes,one year,yes,electronic check,103.75,3361.05,1
9388-ZEYVT,male,0,no,no,43,no,no phone service,dsl,no,no,yes,yes,no,yes,one year,no,electronic check,44.15,1931.3,0
7018-WBJNK,male,0,no,yes,13,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,credit card (automatic),78.3,1033.95,0
5485-ITNPC,male,0,yes,no,66,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),85.9,5595.3,0
9861-PDSZP,female,0,no,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),108.05,7806.6,0
4625-LAMOB,male,0,no,no,44,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.4,905.55,0
4228-ZGYUW,male,0,no,no,4,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,90.05,368.1,1
4525-VZCZG,male,0,no,yes,54,yes,no,fiber optic,yes,yes,no,yes,yes,yes,one year,yes,electronic check,105.85,5826.65,0
2580-ASVVY,female,0,yes,no,37,no,no phone service,dsl,yes,no,no,yes,yes,no,two year,no,electronic check,45.4,1593.1,0
3813-DHBBB,male,0,yes,no,67,no,no phone service,dsl,yes,yes,no,yes,no,yes,two year,yes,bank transfer (automatic),50.95,3521.7,0
0848-ZGQIJ,female,0,yes,no,16,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),94.65,1461.15,0
0708-LGSMF,male,0,yes,no,13,yes,yes,dsl,yes,no,no,no,no,yes,month-to-month,yes,electronic check,65.85,902.25,0
2868-LLSKM,female,0,yes,yes,68,yes,yes,fiber optic,no,yes,no,yes,no,no,one year,yes,bank transfer (automatic),83.65,5733.4,0
5855-EIBDE,female,0,yes,no,49,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,two year,no,credit card (automatic),106.65,5174.35,0
4067-HLYQI,female,0,no,no,33,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),70.4,2406.1,0
3457-PQBYH,female,0,yes,yes,58,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.3,1160.75,0
9588-OZDMQ,female,0,yes,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,45.0,89.75,0
8232-CTLKO,female,0,yes,yes,66,yes,no,dsl,yes,no,no,no,yes,no,two year,yes,electronic check,59.75,3996.8,0
0696-UKTOX,male,0,no,yes,23,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,no,electronic check,54.15,1312.45,0
3911-RSNHI,female,0,yes,no,71,no,no phone service,dsl,no,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),61.4,4310.35,0
4464-JCOLN,male,0,yes,yes,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.85,35.9,1
5726-CVNYA,female,0,yes,yes,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.85,146.6,0
8161-QYMTT,male,0,no,no,7,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.1,701.3,0
5269-NRGDP,male,0,yes,yes,42,yes,no,dsl,no,no,yes,yes,yes,yes,one year,no,electronic check,73.15,3088.25,0
1084-MNSMJ,female,0,yes,yes,51,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),85.5,4421.95,0
5928-QLDHB,male,0,no,no,9,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,76.25,684.85,0
3981-QSVQI,male,0,no,no,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),19.7,168.9,0
2962-XPMCQ,male,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,45.15,98.5,1
5373-SFODM,male,1,yes,no,36,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,credit card (automatic),85.25,3132.75,1
5032-USPKF,female,0,no,no,38,yes,yes,dsl,yes,yes,yes,no,yes,yes,one year,no,bank transfer (automatic),84.1,3187.65,0
6383-ZTSIW,female,1,yes,no,39,yes,no,fiber optic,yes,yes,no,no,yes,yes,one year,no,mailed check,99.1,3877.95,0
3594-BDSOA,female,0,yes,no,24,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),20.4,482.8,0
7682-AZNDK,male,0,yes,yes,34,yes,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic check,89.85,3091.75,0
8313-KTIHG,male,0,no,no,4,yes,no,dsl,no,no,no,yes,yes,no,month-to-month,yes,electronic check,61.3,249.4,0
9467-ROOLM,female,0,no,no,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.05,461.3,0
8920-NAVAY,male,1,no,no,62,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),110.75,7053.35,0
3460-TJBWI,male,0,yes,yes,24,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,24.2,609.05,0
1568-LJSZU,male,0,yes,yes,68,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),92.2,6392.85,0
8903-WMRNW,female,0,yes,no,15,yes,no,fiber optic,yes,no,yes,no,yes,yes,month-to-month,no,electronic check,101.75,1669.4,0
9926-PJHDQ,female,0,yes,yes,72,yes,yes,dsl,no,no,yes,no,yes,yes,two year,yes,bank transfer (automatic),76.8,5468.45,0
5275-PMFUT,male,0,yes,yes,72,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),64.8,4719.75,0
3786-WOVKF,female,1,yes,no,72,yes,yes,fiber optic,yes,yes,no,no,yes,yes,one year,yes,bank transfer (automatic),106.85,7677.4,0
6928-ONTRW,female,0,yes,yes,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.7,1379.8,0
7480-QNVZJ,male,1,no,no,50,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.7,4816.7,1
6496-JDSSB,female,0,no,no,8,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),80.0,624.6,0
8390-FESFV,female,0,no,no,62,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),84.5,5193.2,0
1423-BMPBQ,female,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.0,19.0,0
4671-VJLCL,female,0,no,no,63,yes,yes,dsl,yes,yes,yes,yes,yes,no,two year,yes,credit card (automatic),79.85,4861.45,0
5565-FILXA,female,1,no,no,16,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,96.15,1529.2,1
9565-DJPIB,female,0,no,yes,4,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,no,mailed check,89.6,365.65,1
0270-THENM,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,no,no,two year,no,bank transfer (automatic),69.85,5102.35,0
7776-QWNFX,male,1,yes,no,30,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),50.4,1527.5,1
1230-QAJDW,male,0,no,no,3,yes,yes,dsl,no,no,no,yes,yes,no,month-to-month,yes,mailed check,65.25,209.9,0
0725-CXOTM,female,0,no,no,36,yes,yes,dsl,yes,no,yes,yes,yes,yes,one year,yes,credit card (automatic),89.65,3348.1,0
1965-AKTSX,female,1,no,no,14,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,78.95,1101.85,1
9066-QRSDU,female,0,yes,no,69,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,electronic check,26.3,1763.55,0
2111-DWYHN,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,21.1,21.1,0
6952-OMNWB,male,1,yes,no,68,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,credit card (automatic),80.35,5589.3,0
9570-KYEUA,male,0,no,no,64,yes,yes,fiber optic,yes,no,yes,yes,no,yes,two year,no,credit card (automatic),99.25,6549.45,0
7898-PDWQE,male,0,yes,no,71,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,no,credit card (automatic),80.4,5727.15,0
3088-FVYWK,male,0,yes,yes,53,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.55,1336.1,0
7421-ZLUPA,female,0,no,no,8,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,29.25,226.95,0
6253-GNHWH,female,0,yes,yes,71,yes,yes,dsl,yes,yes,yes,yes,no,no,two year,no,mailed check,71.1,5224.95,0
4334-HOWRP,male,1,yes,no,72,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),64.95,4546.0,0
2267-FPIMA,male,0,yes,no,50,yes,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,credit card (automatic),94.4,4914.9,0
8318-LCNBW,male,0,yes,no,35,no,no phone service,dsl,yes,no,yes,no,yes,yes,one year,no,credit card (automatic),53.15,1930.9,0
1063-DHQJF,male,0,yes,yes,69,yes,no,fiber optic,no,yes,no,yes,yes,no,two year,yes,mailed check,92.15,6480.9,0
8687-BAFGU,male,0,no,no,1,yes,no,fiber optic,no,no,no,yes,no,no,month-to-month,no,electronic check,74.0,74.0,0
0643-OKLRP,female,1,yes,no,47,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,no,electronic check,80.35,3825.85,1
7203-OYKCT,male,0,no,no,72,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,104.95,7544.3,0
4781-ZXYGU,male,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),20.15,20.15,0
0963-ZBDRN,male,0,no,no,32,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,96.2,3183.4,1
4692-NNQRU,female,0,yes,no,21,yes,no,fiber optic,no,no,yes,yes,no,no,one year,no,electronic check,79.2,1742.45,0
8457-XIGKN,male,0,no,no,20,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),19.6,356.15,0
0847-HGRML,male,0,no,yes,62,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.0,1250.1,0
3494-JCHRQ,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.05,70.05,1
0013-SMEOE,female,1,yes,no,71,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),109.7,7904.25,0
5207-PLSTK,male,0,yes,yes,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed check,48.75,48.75,0
9258-CNWAC,female,0,yes,yes,71,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),113.65,8166.8,0
4526-RMTLL,male,0,yes,yes,8,yes,yes,dsl,yes,yes,no,yes,no,yes,two year,yes,credit card (automatic),76.15,645.8,0
3424-NMNBO,male,1,yes,no,58,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,electronic check,108.85,6287.25,1
4234-XTNEA,male,0,no,no,2,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.95,174.45,0
4815-TUMEQ,female,0,no,no,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,19.3,185.2,0
2817-LVCPP,female,0,no,no,50,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.4,1023.95,0
8914-RBTSB,male,0,yes,no,31,yes,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,no,electronic check,93.8,3019.5,1
4484-CGXFK,female,0,no,no,3,yes,no,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic check,55.3,196.15,1
8699-ASUFO,male,1,yes,no,7,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,74.4,527.9,1
1216-JWVUX,male,0,yes,yes,25,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,75.5,1901.05,0
9796-MVYXX,female,1,no,no,14,no,no phone service,dsl,yes,no,yes,yes,no,no,two year,no,mailed check,39.7,692.35,0
6374-AFWOX,male,0,yes,no,46,yes,no,dsl,yes,yes,yes,yes,no,no,two year,no,mailed check,65.65,3047.15,0
2212-LYASK,male,0,yes,yes,27,no,no phone service,dsl,no,yes,yes,no,no,yes,one year,yes,credit card (automatic),45.85,1246.4,0
4505-EXZHB,female,1,no,no,6,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,no,electronic check,74.4,434.1,1
6874-SGLHU,male,0,no,no,30,yes,no,fiber optic,no,yes,no,no,yes,yes,one year,yes,bank transfer (automatic),97.0,3021.3,0
